Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Fecha Acuse;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;Tabacos Puros;Tabacos Cigarrillos;Tabacos Elaborados;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto
1;33;Del Giro;91004000-6;PRODUCTOS FERNANDEZ S.A.;19239571;22/05/2019;23/05/2019 00:32:44;;0;77374;14702;;;92076;;;;;0;;;;0;;;;
2;33;Del Giro;91004000-6;PRODUCTOS FERNANDEZ S.A.;19238565;22/05/2019;23/05/2019 00:32:40;;0;35588;6762;;;42350;;;;;0;;;;0;;;;
3;33;Del Giro;77564110-K;INVERSIONES RODRIGO CABEZAS LTDA.;314571;22/05/2019;23/05/2019 10:00:31;;0;78419;14900;;;93319;;;;;0;;;;0;;;;
4;33;Del Giro;52003754-3;FELIX E.BAEZA C.COM.ARC-DOS COMERC. EIRL;1752392;24/05/2019;23/05/2019 19:18:47;;0;31312;5949;;;37261;;;;;0;;;;0;;;;
5;33;Del Giro;92091000-9;Unilever Chile Ltda.;5537552;23/05/2019;23/05/2019 22:17:15;;0;42988;8168;;;51156;;;;;0;;;;0;;;;
6;33;Del Giro;91144000-8;Embotelladora Andina S.A.;60366095;24/05/2019;24/05/2019 00:36:32;;0;55169;10482;;;69356;;;;;0;;;;0;27;487;10;
;33;Del Giro;91144000-8;Embotelladora Andina S.A.;60366095;24/05/2019;;;;;;;;;;;;;;;;;;271;3218;18;
7;33;Del Giro;91144000-8;Embotelladora Andina S.A.;60366103;24/05/2019;24/05/2019 00:36:32;;0;41181;7824;;;53968;;;;;0;;;;0;27;1841;10;
;33;Del Giro;91144000-8;Embotelladora Andina S.A.;60366103;24/05/2019;;;;;;;;;;;;;;;;;;271;3122;18;
8;33;Del Giro;96606310-6;BREDENMASTER SpA;1695309;24/05/2019;24/05/2019 04:22:22;;0;127244;24176;;;151420;;;;;0;;;;0;;;;
