Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Fecha Acuse;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;Tabacos Puros;Tabacos Cigarrillos;Tabacos Elaborados;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto
13;33;Del Giro;81094100-6;COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA;21162199;25/11/2020;24/11/2020 21:36:12;;0;27144;5157;;;32301;;;;;0;;;;0;;;;
14;33;Del Giro;78921690-8;WOM S.A.;7061403;16/11/2020;25/11/2020 00:12:10;;0;20150;3829;;;23979;;;;;0;;;;0;;;;
15;33;Del Giro;77107236-4;DISTRIBUIDORA Y COMERCIAL SG SPA;4109;26/11/2020;25/11/2020 04:59:24;;0;22584;4291;;;30941;;;;;0;;;;0;271;4065;18;
16;33;Del Giro;96606310-6;BREDENMASTER SpA;2057113;25/11/2020;25/11/2020 05:29:35;;0;177125;33654;;;210779;;;;;0;;;;0;;;;
17;33;Del Giro;76047659-5;Comercial Ferrbest S.A.;2590810;26/11/2020;25/11/2020 11:49:44;;0;43644;8292;;;51936;;;;;0;;;;0;;;;
18;33;Del Giro;76905062-0;DISTRIBUIDORA , COMERCIALIZADORA DE PRODUCTOS DE REPOSTERIA Y BANQUETE;2301;25/11/2020;25/11/2020 13:57:23;;0;19000;3610;;;22610;;;;;0;;;;0;;;;
19;33;Del Giro;76824619-K;ENTUNEGOCIO SPA;401291;26/11/2020;25/11/2020 14:00:42;;0;55880;10617;;;66497;;;;;0;;;;0;;;;
20;33;Del Giro;76365605-5;COMERCIAL SAVE SPA;15412;25/11/2020;25/11/2020 17:11:06;;0;17277;3283;;;20560;;;;;0;;;;0;;;;
21;33;Del Giro;52003754-3;FELIX E.BAEZA C.COM.ARC-DOS COMERC. EIRL;1976258;26/11/2020;25/11/2020 17:14:03;;0;72298;13737;;;86035;;;;;0;;;;0;;;;
22;33;Del Giro;76880070-7;PROSEGUR ACTIVA SERVICIOS CHILE LTDA;1221485;30/11/2020;25/11/2020 18:57:53;;0;37652;7154;;;44806;;;;;0;;;;0;;;;
23;33;Del Giro;91004000-6;PRODUCTOS FERNANDEZ S.A.;23866871;25/11/2020;25/11/2020 21:46:31;;0;99225;18852;;;118077;;;;;0;;;;0;;;;
24;33;Del Giro;76462500-5;SURTI VENTAS S.A.;3681407;27/11/2020;26/11/2020 17:06:57;;0;44336;8424;;;52760;;;;;0;;;;0;;;;
25;33;Del Giro;76881543-7;LÁCTEOS DANIEL ROMERO SILVA EMPRESA E.I.R.L.;3275;24/11/2020;26/11/2020 17:54:35;;0;27692;5261;;;32953;;;;;0;;;;0;;;;
26;33;Del Giro;76451652-4;MOVING FOOD CL SPA;28009;26/11/2020;26/11/2020 23:08:12;;0;326016;61943;;;388823;;;;;0;;;;0;27;864;10;
27;33;Del Giro;76839653-1;CECINAS EL ARTESANO SPA;8540;27/11/2020;27/11/2020 10:12:30;;0;32942;6259;;;39201;;;;;0;;;;0;;;;
28;33;Del Giro;93178000-K;IMPORTADORA CAFE DO BRASIL S A;12000882;27/11/2020;27/11/2020 14:29:10;;0;159411;30291;;;189702;;;;;0;;;;0;;;;
29;33;Del Giro;93178000-K;IMPORTADORA CAFE DO BRASIL S A;12000883;27/11/2020;27/11/2020 14:31:33;;0;36610;6956;;;43566;;;;;0;;;;0;;;;
30;33;Del Giro;80634800-7;MODINGER HERMANOS SOCIEDAD ANONIMA;2911860;28/11/2020;27/11/2020 17:46:13;;0;46573;8849;;;55422;;;;;0;;;;0;;;;
31;33;Del Giro;76481576-9;ASF LOGISTICA SPA;4308018;27/11/2020;27/11/2020 21:46:41;;0;48340;9185;;;58817;;;;;0;;;;0;27;1292;10;
32;33;Del Giro;76481576-9;ASF LOGISTICA SPA;4308017;27/11/2020;27/11/2020 21:46:39;;0;111263;21140;;;132726;;;;;0;;;;0;27;323;10;
33;33;Del Giro;96606310-6;BREDENMASTER SpA;2058886;28/11/2020;28/11/2020 01:55:40;;0;129186;24545;;;153731;;;;;0;;;;0;;;;
34;33;Del Giro;17119330-3;ROMINA NIKOL MARCHANT BAUER;8282;28/11/2020;28/11/2020 12:26:55;;0;16706;3174;;;19880;;;;;0;;;;0;;;;
35;33;Del Giro;77086861-0;DISTRIBUIDORA MERIDA SPA;2319;28/11/2020;28/11/2020 14:08:05;;0;37396;7105;;;44501;;;;;0;;;;0;;;;
36;33;Del Giro;77030204-8;INVERSIONES FERCHE SPA;1142;29/11/2020;29/11/2020 20:24:51;;0;54690;10391;;;65081;;;;;0;;;;0;;;;
37;33;Del Giro;77030204-8;INVERSIONES FERCHE SPA;1152;29/11/2020;29/11/2020 21:55:18;;0;5240;996;;;6236;;;;;0;;;;0;;;;
38;33;Del Giro;96606310-6;BREDENMASTER SpA;2059091;30/11/2020;30/11/2020 00:24:51;;0;149598;28424;;;178022;;;;;0;;;;0;;;;
39;33;Del Giro;91144000-8;Embotelladora Andina S.A.;66415119;01/12/2020;30/11/2020 16:22:24;;0;74892;14229;;;95628;;;;;0;;;;0;27;6507;10;
40;33;Del Giro;91144000-8;Embotelladora Andina S.A.;66415121;01/12/2020;30/11/2020 16:22:24;;0;51525;9790;;;61315;;;;;0;;;;0;;;;
41;33;Del Giro;91144000-8;Embotelladora Andina S.A.;66415135;01/12/2020;30/11/2020 16:22:24;;0;20112;3821;;;25832;;;;;0;;;;0;27;1899;10;
42;33;Del Giro;79684790-5;Promerco S.A.;1456636;30/11/2020;30/11/2020 21:42:16;;0;105338;20014;;;125352;;;;;0;;;;0;;;;
43;33;Del Giro;94528000-K;Evercrisp;24910359;01/12/2020;01/12/2020 05:30:05;;0;37487;7123;;;44610;;;;;0;;;;0;;;;
44;33;Del Giro;77784000-2;ALLENDES HERMANOS LTDA.;2334331;02/12/2020;01/12/2020 16:15:28;;0;14250;2708;;;16958;;;;;0;;;;0;;;;
45;33;Del Giro;76165284-2;TRANSPORTE - DISTRIBUCION Y COMERCIALIZACION DE PRODUCTOS DV LTDA.;231053;02/12/2020;01/12/2020 18:52:28;;0;15874;3016;;;19439;;;;;0;;;;0;24;549;0;
46;33;Del Giro;81094100-6;COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA;21170496;02/12/2020;01/12/2020 21:02:54;;0;101125;19214;;;120339;;;;;0;;;;0;;;;
47;33;Del Giro;82623500-4;Ideal S.A.;36459616;01/12/2020;01/12/2020 21:10:59;;0;26778;5088;;;31866;;;;;0;;;;0;;;;
48;33;Del Giro;96606310-6;BREDENMASTER SpA;2060668;02/12/2020;02/12/2020 04:22:37;;0;105660;20075;;;125735;;;;;0;;;;0;;;;
49;33;Del Giro;76735252-2;SOCIEDAD DE INVERSIONES Y DESARROLLOS GASTRONÓMICOS BIGS LIMITADA;1306;28/11/2020;02/12/2020 10:36:04;;0;25210;4790;;;30000;;;;;0;;;;0;;;;
50;33;Del Giro;77086861-0;DISTRIBUIDORA MERIDA SPA;2355;02/12/2020;02/12/2020 13:30:47;;0;51933;9867;;;61800;;;;;0;;;;0;;;;
51;33;Del Giro;5378634-0;OSCAR R. ARCAYA COBOS;697115;02/12/2020;02/12/2020 14:46:11;;0;50031;9506;;;59537;;;;;0;;;;0;;;;
52;33;Del Giro;76047659-5;Comercial Ferrbest S.A.;2595717;03/12/2020;02/12/2020 17:13:55;;0;90840;17260;;;108100;;;;;0;;;;0;;;;
53;33;Del Giro;52003754-3;FELIX E.BAEZA C.COM.ARC-DOS COMERC. EIRL;1979396;03/12/2020;02/12/2020 17:34:26;;0;37925;7206;;;45992;;;;;0;;;;0;19;861;12;
54;33;Del Giro;77526480-2;Comercializadora Novaverde S.A.;1641159;04/12/2020;02/12/2020 18:16:24;;0;91740;17431;;;109171;;;;;0;;;;0;;;;
55;33;Del Giro;76839653-1;CECINAS EL ARTESANO SPA;8646;02/12/2020;02/12/2020 19:00:13;;0;40262;7650;;;47912;;;;;0;;;;0;;;;
56;33;Del Giro;25973257-3;NAIRIN COROMOTO PALAVICINI ZAVALA;295;02/12/2020;02/12/2020 19:39:46;;0;52860;10043;;;62903;;;;;0;;;;0;;;;
57;33;Del Giro;76881543-7;LÁCTEOS DANIEL ROMERO SILVA EMPRESA E.I.R.L.;3310;01/12/2020;02/12/2020 20:51:18;;0;27365;5199;;;32564;;;;;0;;;;0;;;;
58;33;Del Giro;99554560-8;COMERCIAL CCU S.A.;112984519;03/12/2020;02/12/2020 22:11:09;;0;88948;16900;;;112103;;;;;0;;;;0;271;2300;18;
;33;Del Giro;99554560-8;COMERCIAL CCU S.A.;112984519;03/12/2020;;;;;;;;;;;;;;;;;;27;3955;10;
59;33;Del Giro;99554560-8;COMERCIAL CCU S.A.;112984520;03/12/2020;02/12/2020 22:11:09;;0;62965;11963;;;80845;;;;;0;;;;0;27;2233;10;
;33;Del Giro;99554560-8;COMERCIAL CCU S.A.;112984520;03/12/2020;;;;;;;;;;;;;;;;;;271;3684;18;
60;33;Del Giro;99554560-8;COMERCIAL CCU S.A.;112984521;03/12/2020;02/12/2020 22:11:09;;0;53301;10127;;;64883;;;;;0;;;;0;27;1455;10;
61;33;Del Giro;99554560-8;COMERCIAL CCU S.A.;112984522;03/12/2020;02/12/2020 22:11:09;;0;21071;4003;;;26532;;;;;0;;;;0;27;1458;10;
62;33;Del Giro;80186300-0;CONSORCIO INDUSTRIAL DE ALIMENTOS S.A.;34910911;03/12/2020;03/12/2020 00:51:50;;0;22644;4302;;;26946;;;;;0;;;;0;;;;
63;33;Del Giro;77564110-K;INVERSIONES VIA K SPA;479292;02/12/2020;03/12/2020 00:57:04;;0;50504;9596;;;60100;;;;;0;;;;0;;;;
64;33;Del Giro;13671428-7;VICTOR STARSKY LOPEZ SANHUEZA;15585;03/12/2020;03/12/2020 13:03:27;;0;43141;8197;;;51338;;;;;0;;;;0;;;;
65;33;Del Giro;77167489-5;EMPORIO COMERCIAL EL CUSCO SPA;1843;03/12/2020;03/12/2020 13:18:17;;0;35294;6706;;;42000;;;;;0;;;;0;;;;
66;33;Del Giro;96689310-9;TRANSBANK S.A.;34767667;26/11/2020;03/12/2020 13:45:22;;0;70142;13327;;;83469;;;;;0;;;;0;;;;
67;33;Del Giro;76468757-4;COMERCIAL LORENZO INOSTROZA Y COMPANIA LIMITADA;35393;03/12/2020;03/12/2020 14:44:32;;0;85966;16334;;;102300;;;;;0;;;;0;;;;
68;33;Del Giro;84472400-4;Comercial Santa Elena S A;26998441;04/12/2020;03/12/2020 15:42:33;;0;112454;21366;;;133820;;;;;0;;;;0;;;;
69;33;Del Giro;96689310-9;TRANSBANK S.A.;34931516;27/11/2020;03/12/2020 16:36:36;;0;196007;37241;;;233248;;;;;0;;;;0;;;;
70;33;Del Giro;76462500-5;SURTI VENTAS S.A.;3685365;04/12/2020;03/12/2020 20:01:21;;0;40155;7629;;;47784;;;;;0;;;;0;;;;
71;33;Del Giro;76966582-K;QUESOS VETTEL LIMITADA;1532;03/12/2020;03/12/2020 20:19:53;;0;27251;5178;;;32429;;;;;0;;;;0;;;;
72;33;Del Giro;91004000-6;PRODUCTOS FERNANDEZ S.A.;23939383;03/12/2020;03/12/2020 23:43:18;;0;31040;5898;;;36938;;;;;0;;;;0;;;;
73;33;Del Giro;91004000-6;PRODUCTOS FERNANDEZ S.A.;23939384;03/12/2020;03/12/2020 23:43:18;;0;273262;51920;;;325182;;;;;0;;;;0;;;;
74;33;Del Giro;84348700-9;ABASTECEDORA DEL COMERCIO LTDA;5902534;04/12/2020;04/12/2020 06:06:32;;0;39053;7420;;;46473;;;;;0;;;;0;;;;
75;33;Del Giro;77011354-7;COMERCIALIZADORA EXETER SPA;2984;04/12/2020;04/12/2020 09:41:51;;0;50368;9570;;;64920;;;;;0;;;;0;271;4982;18;
76;33;Del Giro;76807844-0;EMPRENDIMIENTO D ADDONAS SPA;111;04/12/2020;04/12/2020 10:44:14;;0;106343;20205;;;126548;;;;;0;;;;0;;;;
77;33;Del Giro;93178000-K;IMPORTADORA CAFE DO BRASIL S A;12045424;04/12/2020;04/12/2020 11:20:20;;0;51021;9693;;;60714;;;;;0;;;;0;;;;
78;33;Del Giro;22773596-1;FREDY ALFONSO ARDILA GARZON;10390;04/12/2020;04/12/2020 12:05:29;;0;62504;11876;;;74380;;;;;0;;;;0;;;;
79;33;Del Giro;76047659-5;Comercial Ferrbest S.A.;2597255;05/12/2020;04/12/2020 12:17:35;;0;16668;3167;;;19835;;;;;0;;;;0;;;;
80;33;Del Giro;76839154-8;GLOBAL VE SPA;12313;04/12/2020;04/12/2020 12:34:20;;0;71208;13530;;;84738;;;;;0;;;;0;;;;
81;33;Del Giro;76400343-8;COMERCIALIZADORA POLAR C P SPA;6930;04/12/2020;04/12/2020 13:52:31;;0;72575;13789;;;97812;;;;;0;;;;0;27;11448;18;
82;33;Del Giro;76753819-7;HyG Distribuciones SPA;75529;04/12/2020;04/12/2020 18:00:24;;0;37529;7131;;;44660;;;;;0;;;;0;;;;
83;33;Del Giro;82623500-4;Ideal S.A.;36459650;04/12/2020;04/12/2020 20:05:39;;0;46179;8774;;;54953;;;;;0;;;;0;;;;
84;33;Del Giro;96606310-6;BREDENMASTER SpA;2062519;05/12/2020;05/12/2020 01:08:53;;0;314010;59662;;;373672;;;;;0;;;;0;;;;
85;33;Del Giro;77086861-0;DISTRIBUIDORA MERIDA SPA;2383;05/12/2020;05/12/2020 13:50:56;;0;42901;8151;;;51052;;;;;0;;;;0;;;;
86;33;Del Giro;78383730-7;AVICOLA Y COMERCIAL EL TOCO LTDA;1469310;07/12/2020;05/12/2020 15:52:42;;0;98320;18681;;;117001;;;;;0;;;;0;;;;
87;33;Del Giro;76481576-9;ASF LOGISTICA SPA;4330836;05/12/2020;05/12/2020 19:04:24;;0;102337;19444;;;121781;;;;;0;;;;0;;;;
88;33;Del Giro;77030204-8;INVERSIONES FERCHE SPA;1177;06/12/2020;06/12/2020 14:23:23;;0;58344;11085;;;69429;;;;;0;;;;0;;;;
89;33;Del Giro;77030204-8;INVERSIONES FERCHE SPA;1191;07/12/2020;07/12/2020 00:25:00;;0;29978;5696;;;35674;;;;;0;;;;0;;;;
90;33;Del Giro;96606310-6;BREDENMASTER SpA;2063275;07/12/2020;07/12/2020 04:25:19;;0;112365;21349;;;133714;;;;;0;;;;0;;;;
91;33;Del Giro;76382964-2;GASTRONOMIA ASSANABEL LIMITADA;22844;07/12/2020;07/12/2020 08:22:10;;0;8910;1693;;;10603;;;;;0;;;;0;;;;
92;33;Del Giro;91144000-8;Embotelladora Andina S.A.;66506736;08/12/2020;07/12/2020 10:04:20;;0;245567;46658;;;321527;;;;;0;;;;0;27;10400;10;
;33;Del Giro;91144000-8;Embotelladora Andina S.A.;66506736;08/12/2020;;;;;;;;;;;;;;;;;;271;18902;18;
93;33;Del Giro;91144000-8;Embotelladora Andina S.A.;66506739;08/12/2020;07/12/2020 10:04:20;;0;68251;12968;;;82024;;;;;0;;;;0;271;805;18;
94;33;Del Giro;76876252-K;AGUA PURIFICADA ESTRELLA GREEN SPA;6404;07/12/2020;07/12/2020 12:43:16;;0;39075;7424;;;46499;;;;;0;;;;0;;;;
95;33;Del Giro;76876252-K;AGUA PURIFICADA ESTRELLA GREEN SPA;6405;07/12/2020;07/12/2020 12:44:44;;0;48907;9292;;;58199;;;;;0;;;;0;;;;
96;33;Del Giro;76949722-6;PGB DISTRIBUTION CHILE SPA;5216;07/12/2020;07/12/2020 19:03:22;;0;13934;2647;;;17544;;;;;0;;;;0;271;963;18;
97;33;Del Giro;96591040-9;EMPRESAS CAROZZI S.A.;18214771;08/12/2020;07/12/2020 19:59:27;;0;88609;16836;;;105445;;;;;0;;;;0;;;;
98;33;Del Giro;76165284-2;TRANSPORTE - DISTRIBUCION Y COMERCIALIZACION DE PRODUCTOS DV LTDA.;231522;09/12/2020;07/12/2020 22:49:59;;0;34491;6554;;;44162;;;;;0;;;;0;24;3117;0;
99;33;Del Giro;94528000-K;Evercrisp;24920260;08/12/2020;08/12/2020 05:29:55;;0;90015;17103;;;107118;;;;;0;;;;0;;;;
100;33;Del Giro;79684790-5;Promerco S.A.;1457929;09/12/2020;08/12/2020 13:43:42;;0;159145;30238;;;193393;;;;;0;;;;0;271;4010;18;
101;33;Del Giro;81094100-6;COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA;21178842;09/12/2020;08/12/2020 21:28:56;;0;92169;17512;;;109681;;;;;0;;;;0;;;;
102;33;Del Giro;96606310-6;BREDENMASTER SpA;2064155;09/12/2020;09/12/2020 05:51:03;;0;105138;19976;;;125114;;;;;0;;;;0;;;;
103;33;Del Giro;76824619-K;ENTUNEGOCIO SPA;403694;10/12/2020;09/12/2020 12:45:25;;0;24140;4587;;;28727;;;;;0;;;;0;;;;
104;33;Del Giro;77086861-0;DISTRIBUIDORA MERIDA SPA;2421;09/12/2020;09/12/2020 13:58:08;;0;38698;7353;;;46051;;;;;0;;;;0;;;;
105;33;Del Giro;76891214-9;DIST.Y COMERCIAL CECILIO A. HIDALGO SPA;123278;10/12/2020;09/12/2020 16:07:03;;0;74735;14200;;;88935;;;;;0;;;;0;;;;
106;33;Del Giro;76839653-1;CECINAS EL ARTESANO SPA;8748;09/12/2020;09/12/2020 19:13:05;;0;31170;5922;;;37092;;;;;0;;;;0;;;;
107;33;Del Giro;99554560-8;COMERCIAL CCU S.A.;113233413;10/12/2020;09/12/2020 22:15:17;;0;87159;16560;;;109002;;;;;0;;;;0;27;2356;10;
;33;Del Giro;99554560-8;COMERCIAL CCU S.A.;113233413;10/12/2020;;;;;;;;;;;;;;;;;;271;2927;18;
108;33;Del Giro;99554560-8;COMERCIAL CCU S.A.;113233414;10/12/2020;09/12/2020 22:15:17;;0;82811;15734;;;99644;;;;;0;;;;0;27;1099;10;
109;33;Del Giro;99554560-8;COMERCIAL CCU S.A.;113233415;10/12/2020;09/12/2020 22:15:17;;0;56269;10691;;;68771;;;;;0;;;;0;27;1811;10;
110;33;Del Giro;99554560-8;COMERCIAL CCU S.A.;113233416;10/12/2020;09/12/2020 22:15:17;;0;4113;781;;;5174;;;;;0;;;;0;27;280;10;
111;33;Del Giro;80186300-0;CONSORCIO INDUSTRIAL DE ALIMENTOS S.A.;34970000;10/12/2020;10/12/2020 04:08:29;;0;19347;3676;;;23023;;;;;0;;;;0;;;;
112;33;Del Giro;96557910-9;Alimentos y Frutos S.A.;5295265;10/12/2020;10/12/2020 08:42:53;;0;24483;4652;;;29135;;;;;0;;;;0;;;;
113;33;Del Giro;5378634-0;OSCAR R. ARCAYA COBOS;700259;10/12/2020;10/12/2020 08:47:06;;0;16164;3071;;;19235;;;;;0;;;;0;;;;
114;33;Del Giro;91144000-8;Embotelladora Andina S.A.;66554633;11/12/2020;10/12/2020 13:29:13;;0;12040;2288;;;15050;;;;;0;;;;0;27;722;10;
115;33;Del Giro;52003754-3;FELIX E.BAEZA C.COM.ARC-DOS COMERC. EIRL;1982800;11/12/2020;10/12/2020 18:40:16;;0;29369;5580;;;35744;;;;;0;;;;0;19;795;12;
116;33;Del Giro;76451652-4;MOVING FOOD CL SPA;28858;10/12/2020;10/12/2020 21:58:31;;0;394094;74878;;;472439;;;;;0;;;;0;271;2603;18;
;33;Del Giro;76451652-4;MOVING FOOD CL SPA;28858;10/12/2020;;;;;;;;;;;;;;;;;;27;864;10;
117;33;Del Giro;91004000-6;PRODUCTOS FERNANDEZ S.A.;23994725;10/12/2020;11/12/2020 01:16:35;;0;244098;46379;;;290477;;;;;0;;;;0;;;;
118;33;Del Giro;96606310-6;BREDENMASTER SpA;2065386;11/12/2020;11/12/2020 01:55:46;;0;162144;30807;;;192951;;;;;0;;;;0;;;;
119;33;Del Giro;76288567-0;COMERCIAL CASERITA LIMITADA;4293717;11/12/2020;11/12/2020 06:31:13;;0;28102;5340;;;33442;;;;;0;;;;0;;;;
120;33;Del Giro;94528000-K;Evercrisp;24926834;11/12/2020;11/12/2020 07:16:47;;0;33201;6308;;;39509;;;;;0;;;;0;;;;
121;33;Del Giro;77086861-0;DISTRIBUIDORA MERIDA SPA;2441;11/12/2020;11/12/2020 12:37:05;;0;43067;8183;;;51250;;;;;0;;;;0;;;;
122;33;Del Giro;93178000-K;IMPORTADORA CAFE DO BRASIL S A;12045466;11/12/2020;11/12/2020 12:56:18;;0;118662;22546;;;141208;;;;;0;;;;0;;;;
123;33;Del Giro;13671428-7;VICTOR STARSKY LOPEZ SANHUEZA;15680;11/12/2020;11/12/2020 13:24:10;;0;46562;8847;;;55409;;;;;0;;;;0;;;;
124;33;Del Giro;77167489-5;EMPORIO COMERCIAL EL CUSCO SPA;1969;11/12/2020;11/12/2020 13:35:46;;0;22689;4311;;;27000;;;;;0;;;;0;;;;
125;33;Del Giro;79984240-8;AGROSUPER COMERCIALIZADORA DE ALIMENTOS LTDA.;77997000;11/12/2020;11/12/2020 13:38:33;;0;181374;34462;;;215836;;;;;0;;;;0;;;;
126;33;Del Giro;82623500-4;Ideal S.A.;36553102;11/12/2020;11/12/2020 20:06:58;;0;78036;14827;;;92863;;;;;0;;;;0;;;;
127;33;Del Giro;76481576-9;ASF LOGISTICA SPA;4346001;12/12/2020;12/12/2020 00:58:16;;0;61832;11748;;;73580;;;;;0;;;;0;;;;
128;33;Del Giro;76432368-8;DISTRIBUIDORA FRIO EXPRESS LIMITADA;57767;11/12/2020;12/12/2020 09:41:48;;0;12190;2316;;;14506;;;;;0;;;;0;;;;
129;33;Del Giro;76950618-7;RASAN DELICIAS SPA;387;12/12/2020;12/12/2020 11:42:19;;0;52300;9937;;;62237;;;;;0;;;;0;;;;
130;33;Del Giro;76950618-7;RASAN DELICIAS SPA;388;12/12/2020;12/12/2020 12:02:49;;0;11400;2166;;;13566;;;;;0;;;;0;;;;
131;33;Del Giro;76950618-7;RASAN DELICIAS SPA;393;12/12/2020;12/12/2020 17:43:12;;0;23400;4446;;;27846;;;;;0;;;;0;;;;
132;33;Del Giro;76905062-0;DISTRIBUIDORA , COMERCIALIZADORA DE PRODUCTOS DE REPOSTERIA Y BANQUETE;2338;12/12/2020;12/12/2020 21:50:51;;0;28500;5415;;;33915;;;;;0;;;;0;;;;
133;33;Del Giro;77030204-8;INVERSIONES FERCHE SPA;1216;13/12/2020;13/12/2020 15:22:50;;0;61978;11776;;;73754;;;;;0;;;;0;;;;
134;33;Del Giro;96606310-6;BREDENMASTER SpA;2066442;14/12/2020;14/12/2020 02:02:22;;0;168858;32083;;;200941;;;;;0;;;;0;;;;
135;33;Del Giro;91144000-8;Embotelladora Andina S.A.;66600842;15/12/2020;14/12/2020 10:30:42;;0;102571;19488;;;127176;;;;;0;;;;0;27;1899;10;
;33;Del Giro;91144000-8;Embotelladora Andina S.A.;66600842;15/12/2020;;;;;;;;;;;;;;;;;;271;3218;18;
136;33;Del Giro;76891214-9;DIST.Y COMERCIAL CECILIO A. HIDALGO SPA;123795;15/12/2020;14/12/2020 13:22:56;;0;12163;2311;;;14474;;;;;0;;;;0;;;;
137;33;Del Giro;76839154-8;GLOBAL VE SPA;12404;14/12/2020;14/12/2020 14:47:28;;0;247408;47008;;;294416;;;;;0;;;;0;;;;
138;33;Del Giro;25973257-3;NAIRIN COROMOTO PALAVICINI ZAVALA;297;14/12/2020;14/12/2020 15:28:18;;0;71437;13573;;;85010;;;;;0;;;;0;;;;
139;33;Del Giro;76876252-K;AGUA PURIFICADA ESTRELLA GREEN SPA;6426;14/12/2020;14/12/2020 17:03:06;;0;60000;11400;;;71400;;;;;0;;;;0;;;;
140;33;Del Giro;80634800-7;MODINGER HERMANOS SOCIEDAD ANONIMA;2927468;14/12/2020;14/12/2020 18:07:24;;0;46009;8742;;;54751;;;;;0;;;;0;;;;
141;33;Del Giro;76949722-6;PGB DISTRIBUTION CHILE SPA;5358;14/12/2020;14/12/2020 19:19:36;;0;25302;4807;;;32036;;;;;0;;;;0;271;1927;18;
142;33;Del Giro;76149860-6;DELIMASTER EXPORT LIMITADA;14885;14/12/2020;14/12/2020 20:06:00;;0;5349;1016;;;6900;;;;;0;;;;0;27;534;0;
143;33;Del Giro;76272119-8;DISTRIBUIDORA DE ALIMENTOS SAN ESTEBAN SPA;10395;14/12/2020;14/12/2020 23:46:49;;0;63060;11981;;;75041;;;;;0;;;;0;;;;
144;33;Del Giro;94528000-K;Evercrisp;24931790;15/12/2020;15/12/2020 06:21:47;;0;94099;17879;;;111978;;;;;0;;;;0;;;;
145;33;Del Giro;77784000-2;ALLENDES HERMANOS LTDA.;2340972;16/12/2020;15/12/2020 13:51:34;;0;4750;903;;;5653;;;;;0;;;;0;;;;
